,Time(sec),Distance(feet),SOC,Surplus(Foot-pound)
533,533.0,23452.0,0.9560643047708689,0.0
534,534.0,23496.0,0.9559818738229717,0.0
535,535.0,23540.0,0.9558994428750748,0.0
536,536.0,23584.0,0.9558170119271779,0.0
537,537.0,23628.0,0.9557345809792808,0.0
538,538.0,23672.0,0.9556521500313838,0.0
539,539.0,23716.0,0.9555697190834868,0.0
540,540.0,23760.0,0.9554872881355896,0.0
541,541.0,23804.0,0.9554048571876924,0.0
542,542.0,23848.0,0.9553224262397955,0.0
543,543.0,23892.0,0.9552399952918983,0.0
544,544.0,23936.0,0.9551575643440013,0.0
545,545.0,23980.0,0.9550751333961043,0.0
546,546.0,24024.0,0.9549927024482071,0.0
547,547.0,24068.0,0.9549102715003099,0.0
548,548.0,24112.0,0.954827840552413,0.0
549,549.0,24156.0,0.954745409604516,0.0
550,550.0,24200.0,0.954662978656619,0.0
551,551.0,24244.0,0.9545805477087218,0.0
552,552.0,24288.0,0.9544981167608249,0.0
553,553.0,24332.0,0.9544156858129279,0.0
554,554.0,24376.0,0.9543332548650308,0.0
555,555.0,24420.0,0.9542508239171337,0.0
556,556.0,24464.0,0.9541683929692365,0.0
557,557.0,24508.0,0.9540859620213396,0.0
558,558.0,24552.0,0.9540035310734426,0.0
559,559.0,24596.0,0.9539211001255455,0.0
560,560.0,24640.0,0.9538386691776484,0.0
561,561.0,24684.0,0.9537562382297514,0.0
562,562.0,24728.0,0.9536738072818542,0.0
563,563.0,24772.0,0.9535913763339573,0.0
564,564.0,24816.0,0.9535089453860602,0.0
565,565.0,24860.0,0.9534265144381631,0.0
566,566.0,24904.0,0.9533440834902659,0.0
567,567.0,24948.0,0.9532616525423689,0.0
568,568.0,24992.0,0.9531792215944718,0.0
569,569.0,25036.0,0.9530967906465748,0.0
570,570.0,25080.0,0.953014359698678,0.0
571,571.0,25124.0,0.9529319287507808,0.0
572,572.0,25168.0,0.9528494978028837,0.0
573,573.0,25212.0,0.9527670668549868,0.0
574,574.0,25256.0,0.9526846359070898,0.0
575,575.0,25300.0,0.952602204959193,0.0
576,576.0,25344.0,0.9525197740112958,0.0
